-5.171288526513184713e-01,5.406764780387327107e+00,-4.898909261814901606e-02,3.638072387521333328e-01
1.884982726767275629e+00,-6.273853875995004437e+00,1.819693156834928383e-01,-4.646449484428414323e-01
-2.915527805287870144e+00,5.794412337377901068e-01,-1.808152225339259012e+00,-1.232118135439948109e-01
2.055995065202941952e+00,6.201890955216526891e+00,1.880902335101027223e+00,-1.157687286933364090e+00
4.663058823707548761e-01,5.771239487502342058e+00,2.379666663935591675e+00,-3.316274080480179354e-01
1.305504420737182869e+00,1.532937827533507047e-01,1.927344242755734127e+00,7.711068572308398261e-01
2.298163207472294189e+00,-1.929867556694424557e+00,1.925597941626776999e+00,4.737435766608764087e-01
-8.692043560507349831e-01,4.868999763791306279e+00,-1.800478813214942686e-01,4.597323077858477824e-01
-1.718199681623594488e+00,2.550328044465587141e+00,-1.259482863977944067e+00,-3.440261800111990009e-01
1.222365193003693840e+00,-2.005483198514123266e+00,1.800611189122426348e-01,-4.597661523895129609e-01
-3.091153429405671726e+00,-9.783547169036665991e-01,-1.715228305988913071e+00,1.062963970630253913e-01
-3.979218147198677613e-01,1.332189471908963974e+00,-1.779674084795586086e-01,4.544132737310279113e-01
1.836035576936448699e+00,-4.471909517815666923e+00,1.909235488328273889e-01,-4.875414923672026224e-01
7.297613519840862040e-01,2.071646601966405044e+00,1.558757620512630337e+00,7.957643076262801429e-01
-8.530967594479514915e-01,5.904647521486397821e+00,-1.777478677921031092e-01,4.538519995553843001e-01
-1.801819614420210769e+00,6.071713528167936857e+00,-1.816397514010090197e-01,4.638023181252160509e-01
3.393474805232976621e-02,-3.880947300458748472e+00,-3.353353298653453662e-01,-2.986203227127803839e-01
-2.948472476398086961e+00,-1.558607225969916854e-01,-1.794779289695291435e+00,-9.509431043017761709e-03
1.266582438448589087e+00,6.043721524350665675e+00,2.171455646970809727e+00,-1.378229729278210192e+00
2.414369102443298054e+00,3.128454140253928983e-01,2.006211208187907324e+00,-9.226646873466934351e-02
2.594896252178265250e+00,-2.923117591875896704e+00,1.751004178147139934e+00,5.465268340216793419e-01
2.152474079956536279e+00,3.562433740693116135e-01,2.086234462213915730e+00,-1.087327691937506613e-01
2.224377616746433084e+00,2.128424148717039444e+00,2.033766076367939934e+00,-4.870853504987026628e-01
-9.395727506389088823e-01,4.685382603783519784e+00,-1.811400641274448498e-01,4.625247286716350770e-01
-9.532331635925421764e-01,2.635242503470417219e+00,-1.783316492272862819e-01,4.553444915371591684e-01
1.543429401769914833e+00,-2.880013820982885164e-02,2.081754773114035117e+00,4.783435383509144767e-01
-2.899236813653624178e+00,6.573952790353887465e-01,-1.814407012962019339e+00,-1.354456791836428087e-01
-4.046623187367406338e-01,-4.058978196654170034e+00,-1.791536907494702957e+00,-9.354512551268007181e-01
-2.924694877602223908e+00,-5.396481529837930502e+00,1.395686910729632135e+00,2.261862373505449941e-01
1.138760308901881402e+00,-5.975940174539419836e+00,1.795906138374649130e-01,-4.585632160190409312e-01
9.308568198292830331e-01,1.274077532767012855e-01,4.471388215440071368e-01,-1.145491403389794272e+00
-1.622471137566224408e+00,-1.207726389955523061e+00,-2.207454976033362826e+00,1.560996167302862447e-01
-1.944768803874578289e+00,-1.103046668430905264e+00,-2.142774080584299412e+00,2.808554749143893359e-01
